,Time_1,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,acc,direction_change,theta,smooth_theta,dt,gryo_readings,complementary_theta
342,6.805151917,-0.928818512,1.866468658,9.843829651,-0.1228629053,0.1429223716,0.1292857826,-8.889984131,-41.55458069,-57.42996216,10.062176269447727,0,257.9244500808401,175.82589610722837,0.019899999999999807,359.99284164855925,168.24245082488648
343,6.825052917,-0.9039701843,2.008972321,9.857451324,-0.1371485144,0.1208667904,0.1385861039,-11.5425415,-44.31236267,-51.09332275,10.1006177279252,0,255.39995690741372,175.63926524493812,0.019900999999999947,359.99284164855925,168.3903871132875
344,6.844953917,-0.8155041504,2.052831116,9.53382431,-0.1795531809,0.02364194021,0.142860353,-11.86358643,-43.57148743,-55.15386963,9.786366464836906,0,254.76880788780338,175.49917671025796,0.019900999999999947,359.99284164855925,168.5325629052269
345,6.864854917,-0.6086343384,1.979034576,9.392218781,-0.1976446211,-0.04169068858,0.1341508776,-8.916259766,-40.48410034,-60.26287842,9.617732957462078,0,257.57940994261594,176.6954085045835,0.019900999999999947,359.99284164855925,168.69581981721404
346,6.884755917,-0.4140390015,1.860181732,9.185947723,-0.1948118061,-0.05585258082,0.1160248742,-9.174530029,-42.08354187,-55.42504883,9.381542513921604,0,257.7015154252646,176.2729913027921,0.019900999999999947,359.99284164855925,168.84736324692562
347,6.904656917,-0.3165916443,1.785337372,9.169032898,-0.1833111793,-0.02264113538,0.08225053549,-12.36083984,-43.97041321,-51.40371704,9.346594250619138,0,254.29841306187376,176.08818469211593,0.019900999999999947,359.99284164855925,168.99217967582945
348,6.924557917,-0.3879931641,1.774110718,9.029223633,-0.1738294661,0.00503324857,0.04793727025,-11.56137085,-41.92166138,-57.52578735,9.210042722476183,0,254.58193527347356,177.13254350747565,0.019900999999999947,359.99284164855925,169.15498695246237
349,6.944458917,-0.5442681885,1.854194183,9.080866241,-0.1528847367,0.03637961298,0.017215278,-8.267333984,-40.36303711,-59.13989258,9.28420139894744,0,258.424530671518,178.38126817269222,0.019901000000000835,359.99284164855925,169.33951257686698
350,6.964359917,-0.6849755859,1.915117493,9.232500916,-0.1312429756,0.06842613965,-0.007541986182,-10.3196106,-42.59898376,-53.04891968,9.453884901415634,0,256.38242610302586,178.0395010119737,0.019900999999999947,359.99284164855925,169.5135123455691
351,6.984260917,-0.7767347717,2.023791504,9.376651154,-0.108987838,0.07137566805,-0.02436519228,-10.94866943,-33.307724,-49.71102905,9.623961545072795,0,251.80365286576426,177.95714617643662,0.019900999999999947,359.99284164855925,169.68238502218642
352,7.004161917,-0.8568182373,2.201472015,9.478439484,-0.07969650626,0.04290254787,-0.03347834572,-8.303497314,-30.99429321,-55.91775513,9.768389405446952,0,255.0024121400882,179.00787901768524,0.019900999999999947,359.99284164855925,169.8688949020964
353,7.024061917,-0.8565188599,2.401605835,9.55373291,-0.05608944967,0.005874839146,-0.03581269085,-5.924987793,-31.77236938,-54.33334351,9.888131656672432,0,259.4366789627251,178.53434490037728,0.019899999999999807,359.99284164855925,170.04220390206203
354,7.043962917,-0.8158035278,2.4923172,9.723629608,-0.01136853546,-0.02184833959,-0.04181141406,-9.229217529,-34.10232544,-48.06036377,10.071055216558044,0,254.85662182176608,178.27166888630197,0.019900999999999947,359.99284164855925,170.20679320174682
355,7.063863917,-0.7253915405,2.464026031,9.784103851,0.05034785718,-0.05368280411,-0.05225344002,-10.16256714,-31.60473633,-52.23803711,10.115646560434364,0,252.17470002409055,179.16301326990947,0.019900999999999947,359.99284164855925,170.38591760311007
356,7.083764917,-0.7512876892,2.097438354,9.719288635,0.08464758098,-0.1098784879,-0.02149831504,-6.620605469,-30.45100403,-55.83258057,9.97137164141493,0,257.73374945073704,180.31284811167967,0.019900999999999947,359.99284164855925,170.58445621328147
357,7.103665917,-0.3035687256,2.622396698,9.753267975,0.07863739133,-0.1962945163,-0.03660397977,-6.67199707,-32.78189087,-50.68652344,10.104224591971631,0,258.49589490765237,179.89197263746453,0.019900999999999947,359.99284164855925,170.77060654176515
358,7.123566917,-0.1324745178,2.604733429,9.812694397,0.07502812892,-0.2579770684,-0.05697963014,-11.00717163,-33.20011902,-47.4699707,10.153381558029404,0,251.65756977937954,179.61446809478755,0.019900999999999947,359.99284164855925,170.9474837728256
359,7.143467917,-0.07379653931,2.37765564,9.997709656,0.1156437322,-0.2319828421,-0.06666252762,-10.72521973,-30.05500793,-52.58322144,10.276813253013485,0,250.36090622329704,180.55388707504463,0.019900999999999947,359.99284164855925,171.13961183887
360,7.163368917,-0.04146377563,2.528990936,10.1378183,0.1845404506,-0.1332699955,-0.09932748973,-6.271881104,-30.43699646,-52.99078369,10.44858240542106,0,258.3565411135988,181.78064595087938,0.019900999999999947,359.99284164855925,171.3524325211102
361,7.183269917,-0.4861889648,2.398462372,9.95160553,0.1874597669,-0.1482593715,-0.1048259065,-8.856567383,-33.64196777,-47.61477661,10.24809514417776,0,255.25099315865856,181.43730752436852,0.019900999999999947,359.99284164855925,171.55413002117538
362,7.203170917,-0.6387217712,2.409539337,10.12778915,0.2170450687,-0.1471109092,-0.1123558134,-12.78683472,-31.93301392,-47.71408081,10.430050737384406,0,248.17751250219223,182.43076738369524,0.019900999999999947,359.99284164855925,171.77166276842578
363,7.223070917,-0.7015910339,2.345921631,10.22329056,0.284807831,-0.1523016691,-0.1323459148,-9.809204102,-29.58058167,-53.025177,10.51243302722199,0,251.6539847895117,183.42247294301873,0.019900000000000695,359.99284164855925,172.00467897191766
364,7.242971917,-0.5667214966,2.698438568,10.05129822,0.3452641368,-0.1672754735,-0.1723697782,-22.771698,-67.89903259,-72.71572876,10.422635936621484,0,251.45978927593887,182.89514227815536,0.019900999999999947,359.99284164855925,172.22248823804242
365,7.262872917,-0.3908372498,2.862946472,10.00609222,0.282166779,-0.1784371436,-0.1956007779,-26.48995972,-70.33551025,-67.8553772,10.41494588428154,0,249.36247987307746,182.55964631786313,0.019900999999999947,359.99284164855925,172.4292313996388
366,7.282773917,-0.2752775574,2.446362762,10.56458084,0.1686611921,-0.1681304723,-0.1980469525,-28.21289062,-66.37138367,-72.36608887,10.847618947114777,0,246.9708137150779,183.50375780371945,0.019900999999999947,359.99284164855925,172.65072192772044
