rssi_1,rssi_2,distance_rssi_1,distance_rssi_2
-79,-84,1.5660116190888829,4.67472803841814
-79,-84,1.5666103087514958,4.671584190114049
-79,-84,1.5672696008807967,4.668443531059664
-80,-84,1.5679913047943053,4.665304553748334
-80,-84,1.5687765178719038,4.662164895919783
-80,-84,1.5696264917222427,4.659022201674473
-83,-81,1.5705412588405854,4.655874657510279
-83,-81,1.5715205700985362,4.652720347730622
-83,-81,1.572564183452812,4.649558111311274
-83,-81,1.5736718638213112,4.646386790466528
-83,-81,1.5748431653883945,4.643204482274442
-83,-81,1.5760776483748717,4.640009395996621
-79,-81,1.5773747335508264,4.636799959524055
-79,-85,1.5787338468133938,4.63357545883943
-79,-81,1.5801543097762585,4.630334755674696
-79,-81,1.5816354118411469,4.62707607595068
-79,-91,1.5831764461821531,4.623800419023829
-79,-81,1.5847767459347324,4.620508675335975
-79,-81,1.586435647560056,4.617201414130168
-84,-81,1.5881527465448866,4.61387814089917
-84,-81,1.5899274592421713,4.610538150503542
-75,-83,1.5917588017261133,4.607180634046853
-75,-83,1.5936457908033566,4.603805103317152
-75,-83,1.5955876273306058,4.600412766715947
-75,-83,1.5975835130605696,4.597004829398061
-75,-83,1.5996326503354625,4.593582493229749
-75,-83,1.6017342417851959,4.59014706244213
-79,-83,1.6038877485463128,4.586699837586101
-79,-83,1.606092706837842,4.583242115497428
-79,-83,1.6083487282739493,4.579773923827077
-79,-86,1.6106554631271224,4.576295606414069
-79,-84,1.6130126375842504,4.572807295616321
-79,-84,1.6154195706041532,4.569309123533345
-79,-84,1.6178755804700116,4.56580122200356
-79,-84,1.620379984546907,4.562282567046818
-79,-82,1.6229320616732512,4.5587544473136195
-76,-85,1.6255306399040599,4.55521636452449
-76,-85,1.628174542495485,4.551669498985821
-76,-85,1.630862850405166,4.548115027462747
-76,-85,1.63359464083433,4.544554332442593
-76,-85,1.6363695898104873,4.54098879217562
-76,-85,1.639187373205187,4.537419467224439
-76,-85,1.642047666620126,4.533847414872162
-76,-85,1.6449500695213444,4.530273689114915
-76,-78,1.6478941803373708,4.526698715270009
-76,-78,1.6508795963286682,4.5231232297818185
-76,-78,1.6539059134582303,4.519547966786428
-76,-78,1.656972535497254,4.5159736581113865
-76,-78,1.6600788632333132,4.512399890356265
-76,-78,1.6632242560017536,4.508826251434008
-76,-78,1.6664082230022739,4.505253160468895
-76,-78,1.6696302708284163,4.501678443890251
-76,-78,1.6728902885260797,4.498099935039195
-76,-78,1.6761882038918103,4.4945156811617
-76,-78,1.6795241771691667,4.4909237357903296
-76,-78,1.682898370837124,4.487322158773364
-76,-78,1.6863109107927439,4.483710358448359
-76,-78,1.6897618470571965,4.480089086264269
-76,-77,1.6932512699408602,4.476458988320471
-76,-77,1.6967792713648935,4.472821120723102
-76,-77,1.700345944855419,4.469178182773943
-76,-77,1.7039515424774627,4.465532762249334
-76,-77,1.707596279913388,4.461887438536305
-76,-79,1.7112803754728703,4.458244577315867
-76,-79,1.7150034972627752,4.454606536550791
-76,-79,1.7187653507853693,4.450975666504958
-76,-79,1.7225657189353727,4.4473543097749895
-76,-79,1.726404939812482,4.443744801334334
-76,-79,1.7302833551175956,4.440147832778404
-76,-79,1.734200910886619,4.436564093481946
-85,-79,1.7381578333673027,4.432994270619488
-85,-79,1.7421545118544997,4.429438437237244
-85,-79,1.7461913397409647,4.4258967680920565
-82,-79,1.750268633973868,4.422368826446462
-82,-79,1.7543867957518018,4.418854380485178
-82,-79,1.7585463115246565,4.415354927505378
-82,-79,1.7627462928278732,4.411871960108842
-82,-79,1.7669858430993746,4.408406052689973
-82,-79,1.7712638943046335,4.404957777917712
-82,-80,1.7755795726763517,4.401525983827525
-82,-80,1.7799321599753126,4.398109522122143
-82,-80,1.7843208898713476,4.394709069584785
-86,-80,1.7887451120077555,4.391324694288965
-86,-83,1.7932041694903793,4.387956666241941
-86,-83,1.7976973987336557,4.384606264290367
-86,-83,1.802224129308923,4.381274662585967
-86,-83,1.806782976548935,4.377962225376515
-86,-83,1.8113726248763697,4.374669315934523
-81,-83,1.8159915359009462,4.37139468609266
-81,-83,1.8206381551138118,4.368137091539668
-81,-83,1.8253109116275004,4.364895191265482
-79,-83,1.8300081336542642,4.361667849180228
-79,-83,1.8347280894324147,4.35845563868569
-79,-83,1.839469113517652,4.355259131559315
